ENTREZID	SYMBOL
101928837	TSKU-AS1
2997	GYS1
399744	LINC00999
169714	QSOX2
79603	CERS4
84952	CGNL1
23234	DNAJC9
5881	RAC3
130752	MDH1B
2526	FUT4
79670	TUT7
197257	LDHD
285755	PPIL6
285590	SH3PXD2B
55651	NHP2
54938	SARS2
83596	BCL2L12
65993	MRPS34
9057	SLC7A6
10587	TXNRD2
219854	TMEM218
728039	SSR4P1
85026	ARRDC1-AS1
23246	BOP1
93210	PGAP3
84859	LRCH3
126382	NR2C2AP
8237	USP11
79444	BIRC7
11179	ZNF277
652968	CASTOR1
8999	CDKL2
54834	GDAP2
4779	NFE2L1
5516	PPP2CB
9024	BRSK2
730091	LINC00886
8209	GATD3
1795	DOCK3
27000	DNAJC2
64132	XYLT2
389541	LAMTOR4
254359	ZDHHC24
6236	RRAD
51065	RPS27L
5045	FURIN
1106	CHD2
100093630	SNHG8
23368	PPP1R13B
55663	ZNF446
51808	PHAX
80222	TARS2
51374	ATRAID
28512	NKIRAS1
11133	KPTN
29108	PYCARD
9230	RAB11B
8175	SF3A2
126119	JOSD2
127687	C1orf122
7106	TSPAN4
5902	RANBP1
51042	ZNF593
7580	ZNF32
7915	ALDH5A1
525	ATP6V1B1
5423	POLB
7041	TGFB1I1
84987	COX14
4728	NDUFS8
29954	POMT2
252839	TMEM9
51148	CERCAM
9136	RRP9
22921	MSRB2
196403	DTX3
29841	GRHL1
57194	ATP10A
90480	GADD45GIP1
11190	CEP250
8702	B4GALT4
693199	MIR614
221061	FAM171A1
51282	SCAND1
3482	IGF2R
29984	RHOD
3887	KRT81
4722	NDUFS3
83707	TRPT1
5528	PPP2R5D
63905	MANBAL
4665	NAB2
1445	CSK
57106	NAT14
80764	THAP7
9780	PIEZO1
3352	HTR1D
64223	MLST8
85460	ZNF518B
5463	POU6F1
201651	AADACP1
89796	NAV1
29919	RMC1
84913	ATOH8
152579	SCFD2
25794	FSCN2
9746	CLSTN3
26520	TIMM9
25915	NDUFAF3
64764	CREB3L2
196463	PLBD2
8660	IRS2
4713	NDUFB7
3214	HOXB4
163049	ZNF791
9122	SLC16A4
116541	MRPL54
2961	GTF2E2
79968	WDR76
56898	BDH2
81855	SFXN3
84695	LOXL3
29948	OSGIN1
51762	RAB8B
81606	LBH
51073	MRPL4
158960	ATP6AP1-DT
132241	RPL32P3
54475	NLE1
9577	BABAM2
137682	NDUFAF6
10901	DHRS4
140467	ZNF358
7965	AIMP2
6834	SURF1
692227	SNORD104
101928607	TRPM2-AS
3157	HMGCS1
257000	TINCR
8326	FZD9
151195	CCNYL1
117177	RAB3IP
23412	COMMD3
79676	OGFOD2
401149	LINC01061
113802	HENMT1
348487	FAM131C
284339	TMEM145
2247	FGF2
401022	HAGLR
79763	ISOC2
10447	FAM3C
79714	CCDC51
6150	MRPL23
84330	ZNF414
442075	EMC3-AS1
26267	FBXO10
23559	WBP1
84680	ACCS
125111	GJD3
6884	TAF13
9238	TBRG4
440026	TMEM41B
11214	AKAP13
51386	EIF3L
80824	DUSP16
23341	DNAJC16
8774	NAPG
221393	ADGRF4
80313	LRRC27
57642	COL20A1
11163	NUDT4
151887	CCDC80
440288	UBL7-DT
5305	PIP4K2A
374659	HDDC3
8812	CCNK
9814	SFI1
10133	OPTN
147015	DHRS13
140465	MYL6B
113000	RPUSD1
2034	EPAS1
85455	DISP2
115209	OMA1
146562	DNAAF8
8131	NPRL3
10383	TUBB4B
6302	TSPAN31
5442	POLRMT
84269	CHCHD5
5889	RAD51C
22978	NT5C2
126789	PUSL1
7159	TP53BP2
2048	EPHB2
2762	GMDS
55755	CDK5RAP2
5379	PMS2P1
25974	MMACHC
730101	LOC730101
2339	FNTA
79171	RBM42
344887	NMRAL2P
114034	TOE1
54464	XRN1
93183	PIGM
2802	GOLGA3
493911	PHOSPHO2
54619	CCNJ
285313	IGSF10
28958	COA3
92806	CENPBD1P
5989	RFX1
50640	PNPLA8
51690	LSM7
9883	POM121
5621	PRNP
84153	RNASEH2C
7127	TNFAIP2
116254	GINM1
54461	FBXW5
8266	UBL4A
100130958	SYCE1L
8829	NRP1
8216	LZTR1
9252	RPS6KA5
53637	S1PR5
51016	EMC9
10443	N4BP2L2
102724428	LOC102724428
55905	RNF114
10972	TMED10
79080	CCDC86
10430	TMEM147
683	BST1
3145	HMBS
21	ABCA3
4242	MFNG
11258	DCTN3
285368	PRRT3
130271	PLEKHH2
54496	PRMT7
8624	PSMG1
29082	CHMP4A
91683	SYT12
9672	SDC3
113251	LARP4
631	BFSP1
8632	DNAH17
27248	ERLEC1
151176	ERFE
3490	IGFBP7
84536	LINC01547
25960	ADGRA2
3909	LAMA3
28962	OSTM1
54509	RHOF
84988	PPP1R16A
2738	GLI4
5522	PPP2R2C
55114	ARHGAP17
79833	GEMIN6
83933	HDAC10
79033	ERI3
23616	SH3BP1
4886	NPY1R
84861	KLHL22
3200	HOXA3
8548	BLZF1
84650	EBPL
374291	NDUFS7
2395	FXN
9859	CEP170
9500	MAGED1
84304	NUDT22
79990	PLEKHH3
100288152	SLC9A3-AS1
746	TMEM258
9131	AIFM1
2707	GJB3
27349	MCAT
255057	CBARP
100507567	RAB11B-AS1
10202	DHRS2
158801	NKAPP1
153571	IRX2-DT
90411	MCFD2
645332	FAM86C2P
341	APOC1
79153	GDPD3
11091	WDR5
7008	TEF
6576	SLC25A1
57057	TBX20
10607	TBL3
3831	KLC1
27077	B9D1
2530	FUT8
128209	KLF17
51271	UBAP1
55196	RESF1
3939	LDHA
81875	ISG20L2
56681	SAR1A
57552	NCEH1
10096	ACTR3
79953	SYNDIG1
60678	EEFSEC
401264	TRAM2-AS1
374383	NCR3LG1
192669	AGO3
2153	F5
10483	SEC23B
56954	NIT2
57215	THAP11
55757	UGGT2
195827	PRXL2C
101928433	ATXN1-AS1
65979	PHACTR4
64428	CIAO3
90933	TRIM41
521	ATP5ME
152559	PAQR3
80195	TMEM254
26168	SENP3
9870	AREL1
100506990	FAM86B2-DT
283870	BRICD5
84058	WDR54
134728	IRAK1BP1
5763	PTMS
284352	PPP1R37
10422	UBAC1
55111	PLEKHJ1
29923	HILPDA
256949	KANK3
3988	LIPA
2242	FES
2766	GMPR
6788	STK3
35	ACADS
131118	DNAJC19
130617	ZFAND2B
27347	STK39
9777	TM9SF4
84284	NTPCR
23642	SNHG1
5429	POLH
101927021	ZFAND2A-DT
196743	PAOX
57156	TMEM63C
2585	GALK2
84148	KAT8
9950	GOLGA5
10955	SERINC3
10732	TCFL5
100129195	ZSCAN16-AS1
50486	G0S2
26524	LATS2
3142	HLX
79885	HDAC11
29941	PKN3
30833	NT5C
147807	ZNF524
10671	DCTN6
9532	BAG2
119	ADD2
57591	MRTFA
90736	VCF2
8536	CAMK1
22882	ZHX2
50813	COPS7A
284184	NDUFAF8
738	VPS51
285367	RPUSD3
84303	CHCHD6
57666	FBRSL1
101927621	ZNF567-DT
4857	NOVA1
5464	PPA1
6635	SNRPE
100130744	LOC100130744
200765	TIGD1
387103	CENPW
10439	OLFM1
160851	DGKH
5434	POLR2E
2873	GPS1
4324	MMP15
25776	CBY1
8626	TP63
1351	COX8A
196483	EEF2KMT
10149	ADGRG2
23382	AHCYL2
80142	PTGES2
23587	ELP5
26301	GBGT1
5883	RAD9A
10641	NPRL2
79644	SRD5A3
274	BIN1
171568	POLR3H
6536	SLC6A9
2859	GPR35
51409	HEMK1
151534	LBX2-AS1
1917	EEF1A2
10536	P3H3
3454	IFNAR1
4726	NDUFS6
55295	KLHL26
6001	RGS10
246330	PELI3
100130519	TMEM221
126003	TRAPPC5
51293	CD320
91544	UBXN11
11070	TMEM115
729678	LINC00847
344838	PAQR9
3574	IL7
105372483	ZNF497-AS1
9232	PTTG1
2309	FOXO3
10465	PPIH
100192386	FLJ16779
112487	DTD2
6009	RHEB
3797	KIF3C
958	CD40
388677	NOTCH2NLA
389203	SMIM20
79845	RNF122
5866	RAB3IL1
84060	RBM48
51474	LIMA1
4522	MTHFD1
27343	POLL
112	ADCY6
10910	SUGT1
51804	SIX4
4854	NOTCH3
871	SERPINH1
79096	CSTPP1
9205	ZMYM5
145853	C15orf61
65988	ZNF747
8417	STX7
54734	RAB39A
84929	FIBCD1
10440	TIMM17A
78999	LRFN4
57546	PDP2
2091	FBL
84902	CEP89
84838	ZNF496
134492	NUDCD2
80125	CCDC33
1408	CRY2
219988	PATL1
84173	ELMOD3
5575	PRKAR1B
5441	POLR2L
55603	TENT5A
54541	DDIT4
83759	RBM4B
79863	RBFA
255043	TMEM86B
283848	CES4A
28955	DEXI
51279	C1RL
84240	ZCCHC9
22846	VASH1
9789	SPCS2
9380	GRHPR
57406	ABHD6
58528	RRAGD
202051	SPATA24
10347	ABCA7
54431	DNAJC10
1434	CSE1L
79875	THSD4
23380	SRGAP2
10959	TMED2
8625	RFXANK
54995	OXSM
29071	C1GALT1C1
9463	PICK1
92579	G6PC3
64841	GNPNAT1
78995	HROB
10656	KHDRBS3
80724	ACAD10
9686	VGLL4
3840	KPNA4
415116	PIM3
199990	FAAP20
581	BAX
5524	PTPA
6195	RPS6KA1
29960	MRM2
5139	PDE3A
22924	MAPRE3
147699	PPM1N
83636	C19orf12
90353	CTU1
126328	NDUFA11
203069	R3HCC1
1195	CLK1
6778	STAT6
10490	VTI1B
79095	BBLN
57466	SCAF4
728489	DNLZ
25796	PGLS
54760	PCSK4
50512	PODXL2
9086	EIF1AY
142679	DUSP19
2592	GALT
6209	RPS15
79958	DENND1C
163126	EID2
7593	MZF1
9727	RAB11FIP3
64981	MRPL34
10882	C1QL1
283899	INO80E
144233	BCDIN3D
100885776	UGDH-AS1
2548	GAA
150678	COPS9
7443	VRK1
199800	ADM5
10212	DDX39A
4650	MYO9B
59343	SENP2
83443	SF3B5
84282	RNF135
29997	NOP53
10395	DLC1
201514	ZNF584
9355	LHX2
10195	ALG3
83642	SELENOO
4147	MATN2
79840	NHEJ1
100132352	FRG1HP
64423	INF2
340719	NANOS1
90864	SPSB3
8861	LDB1
5635	PRPSAP1
7251	TSG101
105377650	NA
116349	EXOC3-AS1
79837	PIP4K2C
57418	WDR18
115290	FBXO17
199746	U2AF1L4
6051	RNPEP
9052	GPRC5A
112936	VPS26B
403	ARL3
26130	GAPVD1
80115	BAIAP2L2
4708	NDUFB2
197370	NSMCE1
728658	RPL13AP5
81566	CSRNP2
60343	FAM3A
6731	SRP72
2147	F2
9410	SNRNP40
256281	NUDT14
80746	TSEN2
4190	MDH1
27089	UQCRQ
51078	THAP4
80325	ABTB1
2063	NR2F6
10244	RABEPK
64150	DIO3OS
516	ATP5MC1
414919	C8orf82
8809	IL18R1
91694	LONRF1
51566	ARMCX3
92399	MRRF
23550	PSD4
126375	ZNF792
9486	CHST10
114897	C1QTNF1
5438	POLR2I
400655	LINC02864
85403	EAF1
1946	EFNA5
22888	UBOX5
5986	RFNG
10498	CARM1
2081	ERN1
29979	UBQLN1
26740	OR1J2
50618	ITSN2
9344	TAOK2
4051	CYP4F3
7283	TUBG1
92335	STRADA
10311	VPS26C
1469	CST1
1892	ECHS1
340591	CA5BP1
8372	HYAL3
22820	COPG1
7108	TM7SF2
51157	ZNF580
92856	IMP4
54434	SSH1
2937	GSS
3754	KCNF1
152217	NCBP2AS2
57102	C12orf4
56145	PCDHA3
291	SLC25A4
79643	CHMP6
3717	JAK2
2281	FKBP1B
4288	MKI67
55848	PLGRKT
1877	E4F1
6183	MRPS12
1000	CDH2
7419	VDAC3
400931	MIRLET7BHG
1775	DNASE1L2
6641	SNTB1
28956	LAMTOR2
3344	FOXN2
90407	TMEM41A
115708	TRMT61A
2974	GUCY1B2
902	CCNH
222663	SCUBE3
5580	PRKCD
100289019	SLC25A25-AS1
85437	ZCRB1
26973	CHORDC1
4092	SMAD7
79159	NOL12
55630	SLC39A4
114971	PTPMT1
84858	ZNF503
643837	LINC01128
8453	CUL2
147804	TPM3P9
2101	ESRRA
118487	CHCHD1
81689	ISCA1
642236	FRG1JP
9562	MINPP1
160760	PPTC7
23133	PHF8
1326	MAP3K8
84513	PLPP5
318	NUDT2
3682	ITGAE
103908605	FAM88E
26154	ABCA12
5982	RFC2
11322	TMC6
10500	SEMA6C
64978	MRPL38
147965	FAM98C
81858	SHARPIN
25977	NECAP1
7798	LUZP1
539	ATP5PO
126969	SLC44A3
26284	ERAL1
126129	CPT1C
51367	POP5
84717	HDGFL2
401115	NICOL1
10683	DLL3
101060226	NBPF19
3233	HOXD4
10248	POP7
79004	CUEDC2
6923	ELOB
7390	UROS
23087	TRIM35
7784	ZP3
9550	ATP6V1G1
56647	BCCIP
54555	DDX49
8737	RIPK1
56900	TMEM167B
55009	FAM174C
83882	TSPAN10
66005	CHID1
5436	POLR2G
138162	PIERCE1
908	CCT6A
55177	RMDN3
3385	ICAM3
2026	ENO2
8648	NCOA1
23275	POFUT2
79712	GTDC1
140711	TLDC2
27113	BBC3
57570	TRMT5
644656	LOC644656
105369195	NA
27301	APEX2
57060	PCBP4
55973	BCAP29
1482	NKX2-5
9828	ARHGEF17
79187	FSD1
3836	KPNA1
9692	PRORP
27175	TUBG2
23164	MPRIP
79746	ECHDC3
83737	ITCH
54998	AURKAIP1
440957	UQCC5
9425	CDYL
54991	C1orf159
5732	PTGER2
54933	RHBDL2
79001	VKORC1
57140	RNPEPL1
64788	LMF1
8818	DPM2
1827	RCAN1
5018	OXA1L
8087	FXR1
100507171	BOLA3-DT
23760	PITPNB
375513	GUSBP4
10873	ME3
55181	SMG8
338758	ATP2B1-AS1
54897	CASZ1
30811	HUNK
100128191	TMPO-AS1
283951	UQCC4
7857	SCG2
11230	PRAF2
10302	SNAPC5
5096	PCCB
51646	YPEL5
5990	RFX2
9373	PLAA
389741	GLIDR
647033	PA2G4P4
11018	TMED1
93974	ATP5IF1
1829	DSG2
56904	SH3GLB2
118813	ZFYVE27
10924	SMPDL3A
54512	EXOSC4
84959	UBASH3B
9790	BMS1
25839	COG4
627	BDNF
10245	TIMM17B
84302	PGAP4
56888	KCMF1
25813	SAMM50
122704	MRPL52
92609	TIMM50
64598	MOSPD3
91869	RFT1
145567	TTC7B
55311	ZNF444
171220	DSTNP2
64792	IFT22
100133331	NA
104472848	IRAIN
84545	MRPL43
26297	SERGEF
3676	ITGA4
23613	ZMYND8
6142	RPL18A
51100	SH3GLB1
11247	NXPH4
1329	COX5B
148206	ZNF714
92170	MTG1
4326	MMP17
25855	BRMS1
4697	NDUFA4
5446	PON3
64432	MRPS25
3856	KRT8
55277	FGGY
51116	MRPS2
25797	QPCT
4705	NDUFA10
4643	MYO1E
3572	IL6ST
65094	JMJD4
677842	SNORA50C
55536	CDCA7L
51560	RAB6B
84306	PDCD2L
114757	CYGB
1909	EDNRA
55692	LUC7L
5002	SLC22A18
25906	ANAPC15
644	BLVRA
101929723	LINC01914
116840	CNTROB
55090	MED9
148223	C19orf25
51669	SARAF
10078	TSSC4
206358	SLC36A1
2332	FMR1
2671	GFER
2950	GSTP1
126308	MOB3A
55830	GLT8D1
2184	FAH
84232	MAF1
115416	MALSU1
7150	TOP1
29098	RANGRF
649446	DLGAP1-AS1
523	ATP6V1A
9643	MORF4L2
9848	MFAP3L
23276	KLHL18
7702	ZNF143
147184	KRT10-AS1
125150	ZSWIM7
5226	PGD
83541	FAM110A
51693	TRAPPC2L
59	ACTA2
83549	UCK1
51088	KLHL5
7170	TPM3
137392	CIBAR1
55897	MESP1
79035	NABP2
284004	HEXD
80174	DBF4B
27297	CRCP
727896	CHORDC1P4
26519	TIMM10
23521	RPL13A
115024	NT5C3B
56850	GRIPAP1
64768	IPPK
730094	MOSMO
7169	TPM2
79925	SPEF2
128439	SNHG11
203245	NAIF1
91582	RPS19BP1
1164	CKS2
123811	CEP20
319089	TTC6
100216545	KMT2E-AS1
79058	ASPSCR1
84063	KIRREL2
84335	AKT1S1
57586	SYT13
100630918	PARTICL
199745	THAP8
55208	DCUN1D2
8495	PPFIBP2
10654	PMVK
9375	TM9SF2
6187	RPS2
1432	MAPK14
390637	GDPGP1
3241	HPCAL1
63941	NECAB3
126075	CCDC159
84993	UBL7
79048	SECISBP2
54539	NDUFB11
3006	H1-2
2002	ELK1
7386	UQCRFS1
6158	RPL28
1729	DIAPH1
22911	WDR47
11065	UBE2C
56061	UBFD1
9400	RECQL5
8541	PPFIA3
51678	PALS2
2071	ERCC3
94101	ORMDL1
26136	TES
29937	NENF
2822	GPLD1
8562	DENR
593	BCKDHA
9064	MAP3K6
842	CASP9
5792	PTPRF
7490	WT1
100859930	HEIH
23768	FLRT2
81544	GDPD5
10053	AP1M2
54993	ZSCAN2
6794	STK11
25911	DPCD
23149	FCHO1
200728	TMEM17
9551	ATP5MF
148252	DIRAS1
54438	GFOD1
10975	UQCR11
4669	NAGLU
51479	ANKFY1
170622	COMMD6
55722	CEP72
28974	C19orf53
54913	RPP25
91703	ACY3
387066	SNHG5
29107	NXT1
148645	ICMT-DT
253769	WDR27
7673	ZNF222
25849	PARM1
6193	RPS5
1788	DNMT3A
11020	IFT27
91828	EXOC3L4
27037	TRMT2A
55084	SOBP
3049	HBQ1
6502	SKP2
7850	IL1R2
8816	DCAF5
90417	KNSTRN
153478	PLEKHG4B
51776	MAP3K20
282974	STK32C
57491	AHRR
8741	TNFSF13
220323	OAF
201931	TMEM192
7189	TRAF6
10287	RGS19
114294	LACTB
10459	MAD2L2
51295	ECSIT
2562	GABRB3
84793	FOXD2-AS1
10617	STAMBP
5162	PDHB
5799	PTPRN2
23218	NBEAL2
2963	GTF2F2
79651	RHBDF2
9943	OXSR1
2116	ETV2
51290	ERGIC2
2970	GTF2IP1
138428	PTRH1
4712	NDUFB6
25932	CLIC4
388650	DIPK1A
7584	ZNF35
203054	ADCK5
138151	NACC2
1601	DAB2
23150	FRMD4B
6574	SLC20A1
6223	RPS19
4299	AFF1
4337	MOCS1
100505865	LINC00920
102723828	LINC02506
56975	FAM20C
10160	FARP1
6464	SHC1
85016	CFAP300
51447	IP6K2
5922	RASA2
10423	CDIPT
4707	NDUFB1
93611	FBXO44
54765	TRIM44
794	CALB2
6234	RPS28
80005	DOCK5
23005	MAPKBP1
171586	ABHD3
197322	ACSF3
6879	TAF7
55240	STEAP3
388695	LYSMD1
284325	ACTMAP
4329	ALDH6A1
64746	ACBD3
163882	CNST
90271	OLMALINC
64710	NUCKS1
149603	RNF187
134265	AFAP1L1
7469	NELFA
57053	CHRNA10
51200	CPA4
10376	TUBA1B
101927746	EMSLR
100996301	FOXD3-AS1
83886	PRSS27
10518	CIB2
3037	HAS2
84248	FYTTD1
3698	ITIH2
25828	TXN2
54929	TMEM161A
101929185	LOC101929185
10949	HNRNPA0
84285	EIF1AD
23466	CBX6
51160	VPS28
6137	RPL13
171391	GATD1-DT
54841	BIVM
8514	KCNAB2
23534	TNPO3
54093	SETD4
11337	GABARAP
10228	STX6
102724532	SP2-DT
6626	SNRPA
56889	TM9SF3
393	ARHGAP4
79074	C2orf49
10603	SH2B2
51550	CINP
90102	PHLDB2
22934	RPIA
9409	PEX16
5780	PTPN9
9755	TBKBP1
79176	FBXL15
1059	CENPB
56655	POLE4
1534	CYB561
100506119	LINC01503
55684	RABL6
51373	MRPS17
115098	CCDC124
55855	DENND10P1
57333	RCN3
6899	TBX1
64976	MRPL40
7296	TXNRD1
60314	MYG1
7389	UROD
79647	AKIRIN1
79156	PLEKHF1
9918	NCAPD2
161882	ZFPM1
10068	IL18BP
57532	NUFIP2
4077	NBR1
375295	LINC01116
79895	ATP8B4
4651	MYO10
79778	MICALL2
10010	TANK
85395	SLX9
7205	TRIP6
5188	GATB
7130	TNFAIP6
606495	CYB5RL
338761	C1QL4
9474	ATG5
100272147	CMC4
3727	JUND
29800	ZDHHC1
10573	MRPL28
113235	SLC46A1
7403	KDM6A
9013	TAF1C
132884	EVC2
2879	GPX4
728392	LOC728392
2120	ETV6
55770	EXOC2
7511	XPNPEP1
7755	ZNF205
6430	SRSF5
5898	RALA
101928891	LINC01637
64756	ATPAF1
3954	LETM1
503542	SPRN
55270	NUDT15
6827	SUPT4H1
23788	MTCH2
9521	EEF1E1
7289	TULP3
2117	ETV3
7570	ZNF22
57216	VANGL2
6633	SNRPD2
51264	MRPL27
387680	WASHC2A
84872	ZC3H10
6535	SLC6A8
4286	MITF
83862	TMEM120A
11285	B4GALT7
5435	POLR2F
9517	SPTLC2
93627	TBCK
125144	SNHG29
5187	PER1
5824	PEX19
157697	ERICH1
29967	LRP12
339761	CYP27C1
642517	AGAP9
64170	CARD9
331	XIAP
57593	EBF4
10056	FARSB
7347	UCHL3
55262	TRAPPC14
10868	USP20
23404	EXOSC2
58491	ZNF71
642	BLMH
55020	TTC38
55771	PRR11
51434	ANAPC7
25948	KBTBD2
30968	STOML2
80776	B9D2
84272	YIPF4
729440	CCDC61
10505	SEMA4F
10189	ALYREF
388610	TRNP1
610	HCN2
4733	DRG1
8826	IQGAP1
79087	ALG12
100132707	PAXIP1-AS2
51079	NDUFA13
56652	TWNK
4211	MEIS1
200172	SLFNL1
84286	TMEM175
144717	PHETA1
375287	RBM43
80789	INTS5
55031	USP47
22883	CLSTN1
102724594	LOC102724594
94120	SYTL3
55850	USE1
23256	SCFD1
1140	CHRNB1
22845	DOLK
6249	CLIP1
10449	ACAA2
57143	ADCK1
54059	YBEY
10106	CTDSP2
100130581	LINC00910
64771	ILRUN
7082	TJP1
2827	GPR3
4350	MPG
90293	KLHL13
166	TLE5
22898	DENND3
11231	SEC63
9580	SOX13
79583	TMEM231
56034	PDGFC
9985	REC8
6643	SNX2
116540	MRPL53
90459	ERI1
55846	ITFG2
55352	COPRS
100500804	MIR3654
92521	SPECC1
27068	PPA2
6231	RPS26
25873	RPL36
10168	ZNF197
1019	CDK4
4771	NF2
23682	RAB38
28987	NOB1
284942	RPL23AP82
28960	DCPS
216	ALDH1A1
282991	BLOC1S2
23503	ZFYVE26
7978	MTERF1
338799	LINC01089
5190	PEX6
119504	ANAPC16
23387	SIK3
5518	PPP2R1A
150381	PRR34-AS1
125950	RAVER1
84255	SLC37A3
5026	P2RX5
91392	ZNF502
6640	SNTA1
51253	MRPL37
6855	SYP
113451	AZIN2
8303	SNN
54629	MINDY2
3953	LEPR
91289	LMF2
8653	DDX3Y
55345	ZGRF1
4140	MARK3
26018	LRIG1
81555	YIPF5
100506548	NA
2304	FOXE1
23483	TGDS
404672	GTF2H5
55454	CSGALNACT2
8802	SUCLG1
11108	PRDM4
2303	FOXC2
285971	ZNF775
100131897	INSYN2B
5062	PAK2
51329	ARL6IP4
100874048	DGUOK-AS1
10763	NES
8394	PIP5K1A
152877	FAM53A
29911	HOOK2
8629	JRK
10206	TRIM13
55195	CCDC198
79133	NDUFAF5
57222	ERGIC1
653583	PHLDB3
8531	YBX3
51175	TUBE1
203260	CCDC107
54888	NSUN2
3087	HHEX
3685	ITGAV
706	TSPO
10849	POLR1G
11224	RPL35
6400	SEL1L
388569	ZNF324B
526	ATP6V1B2
83590	TMUB1
8742	TNFSF12
8443	GNPAT
115939	TSR3
5365	PLXNB3
51430	SUCO
140730	RIMS4
84908	FAM136A
6468	FBXW4
4193	MDM2
79753	SNIP1
23081	KDM4C
643911	CRNDE
54495	TMX3
55192	DNAJC17
51728	POLR3K
80218	NAA50
7273	TTN
4015	LOX
51019	WASHC3
51458	RHCG
64080	RBKS
572	BAD
10087	CERT1
140823	ROMO1
735301	SNHG9
399909	PCNX3
55653	BCAS4
10898	CPSF4
83871	RAB34
10158	PDZK1IP1
59307	SIGIRR
84922	FIZ1
113452	TMEM54
51114	ZDHHC9
10322	SMYD5
55890	GPRC5C
8476	CDC42BPA
10230	NBR2
23093	TTLL5
8714	ABCC3
4520	MTF1
29121	CLEC2D
10730	YME1L1
28964	GIT1
64979	MRPL36
9451	EIF2AK3
79948	PLPPR3
51575	ESF1
254102	EHBP1L1
1020	CDK5
7786	MAP3K12
4507	MTAP
80204	FBXO11
10112	KIF20A
23118	TAB2
146713	RBFOX3
54584	GNB1L
1175	AP2S1
55182	RNF220
6208	RPS14
160335	TMTC2
10657	KHDRBS1
10908	PNPLA6
25880	TMEM186
4883	NPR3
143244	EIF5AL1
9973	CCS
54838	WBP1L
55695	NSUN5
5430	POLR2A
57476	GRAMD1B
10892	MALT1
22930	RAB3GAP1
135112	NCOA7
9476	NAPSA
90506	LRRC46
9445	ITM2B
51258	MRPL51
2245	FGD1
4701	NDUFA7
55146	ZDHHC4
23229	ARHGEF9
9308	CD83
148189	LINC00662
1471	CST3
107	ADCY1
100101490	MCTS2
10695	CNPY3
51069	MRPL2
7871	SLMAP
471	ATIC
58485	TRAPPC1
26958	COPG2
6199	RPS6KB2
2783	GNB2
91526	ANKRD44
55677	IWS1
102724164	NA
79957	PAQR6
29092	LINC00339
900	CCNG1
400	ARL1
80279	CDK5RAP3
79930	DOK3
7804	LRP8
146691	TOM1L2
83734	ATG10
9320	TRIP12
55785	FGD6
23011	RAB21
150223	YDJC
54361	WNT4
29922	NME7
975	CD81
5983	RFC3
5211	PFKL
221322	TBC1D32
729614	SPEN-AS1
6181	RPLP2
55274	PHF10
60681	FKBP10
9001	HAP1
8863	PER3
23612	PHLDA3
6619	SNAPC3
26234	FBXL5
283820	NOMO2
1176	AP3S1
6631	SNRPC
348262	MCRIP1
10199	MPHOSPH10
221092	HNRNPUL2
3028	HSD17B10
58488	PCTP
3913	LAMB2
116228	COX20
51317	PHF21A
57037	ANKMY2
5337	PLD1
822	CAPG
92715	DPH7
5787	PTPRB
23075	SWAP70
9855	FARP2
80028	FBXL18
6586	SLIT3
51058	ZNF691
10629	TAF6L
2079	ERH
132001	TAMM41
8260	NAA10
55916	NXT2
116841	SNAP47
11142	PKIG
2330	FMO5
1340	COX6B1
51218	GLRX5
84315	MON1A
643866	CBLN3
58191	CXCL16
374	AREG
553103	MIR3936HG
143686	SESN3
100131801	PET100
6238	RRBP1
9054	NFS1
1487	CTBP1
23479	ISCU
8609	KLF7
6868	ADAM17
79741	CCDC7
100132247	NPIPB5
4717	NDUFC1
64963	MRPS11
92689	FAM114A1
53342	IL17D
825	CAPN3
692086	SNORD17
79037	PVRIG
7266	DNAJC7
100101267	POM121C
57673	BEND3
55856	ACOT13
100128288	LOC100128288
63035	BCORL1
5515	PPP2CA
63892	THADA
9294	S1PR2
11066	SNRNP35
653464	SRGAP2C
7311	UBA52
27063	ANKRD1
4097	MAFG
374650	GOLGA6L5P
55661	DDX27
23432	GPR161
9443	MED7
26240	FAM50B
23770	FKBP8
55063	ZCWPW1
145748	LYSMD4
54460	MRPS21
54462	CCSER2
79017	GGCT
221908	PPP1R35
7532	YWHAG
373156	GSTK1
89894	TMEM116
27258	LSM3
10539	GLRX3
55194	EVA1B
56937	PMEPA1
112483	SAT2
6141	RPL18
23175	LPIN1
348926	FAM86EP
5261	PHKG2
10294	DNAJA2
7481	WNT11
6888	TALDO1
51490	SPOUT1
9526	MPDU1
140699	MROH8
4123	MAN2C1
29915	HCFC2
51204	TACO1
84905	ZNF341
51692	CPSF3
80700	UBXN6
257397	TAB3
7114	TMSB4X
3931	LCAT
84105	PCBD2
119391	GSTO2
3920	LAMP2
2965	GTF2H1
118433	RPL23AP7
6428	SRSF3
976	ADGRE5
93621	MRFAP1
205	AK4
114781	BTBD9
93953	GCNA
4048	LTA4H
4738	NEDD8
23417	MLYCD
2077	ERF
1155	TBCB
25999	CLIP3
4489	MT1A
219927	MRPL21
6227	RPS21
81605	URM1
2019	EN1
6426	SRSF1
6122	RPL3
60674	GAS5
338821	SLCO1B7
644019	ZNG1F
10114	HIPK3
6217	RPS16
112812	FDX2
10001	MED6
54797	MED18
6132	RPL8
7423	VEGFB
115123	MARCHF3
10614	HEXIM1
10069	RWDD2B
619279	ZNF704
441172	NHSL1-AS1
84612	PARD6B
